,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,ID,Name ID,Race,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Alignment  1,Alignment 2,Guest Character Identity,Guest Character Conditions?,Unknown,Level,Compendium,Unknown,Unknown,Unknown,Unknown,Basic Attack Hit,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,HP,MP,HP Growth,MP Growth,Strength,Vitality,Magic,Agility,Luck,Strength Growth,Vitality Growth,Magic Growth,Agility Growth,Luck Growth,Growth Total,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Guest Character,Unknown,Unknown,Unknown,Unknown,Compendium Cost Multiplier?,Unknown,Unknown,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill 6,Skill 7,Skill 8,Skill 9,Skill 10,Skill 11,Skill 12,Skill Level 1,Skill at Skill Level 1,Skill Level 2,Skill at Skill Level 2,Skill Level 3,Skill at Skill Level 3,Skill Level 4,Skill at Skill Level 4,Skill Level 5,Skill at Skill Level 5,Skill Level 6,Skill at Skill Level 6,Skill Level 7,Skill at Skill Level 7,Skill Level 8,Skill at Skill Level 8,Skill Level 9,Skill at Skill Level 9,Skill Level 10,Skill at Skill Level 10,Skill Level 11,Skill at Skill Level 11,Skill Level 12,Skill at Skill Level 12,Innate Skill,Phys,Fire,Ice,Elec,Force,Light,Dark,Almighty,Poison,Vertigo,Confusion,Charm,Sleep,Seal,Stray,Burn,Freeze,Shock,Laceration,Stone,Mirage,Mud,Recv00,Recv01,Recv02,Recv03,Recv04,Recv05,PotPhys,PotFire,PotIce,PotElec,PotForce,PotLight,PotDark,PotAlmighty,PotAilment,PotSupport,PotHeal,Recovery NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Red Rider,925,353,20 (Fiend),1,1,0,0,0,1,3 (Dark),1 (Neutral),0,0,0,47,0,0,1,1,0,98,0,5,100,70,100,353,4328,9999,21,20,37,34,32,41,32,20,21,20,19,20,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_FourHorsemen (538),100,100,125,Repel (999),Drain (1000),50,50,100,40,100,40,40,40,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,6,0,-5,4,4,0,0,0,0,2,0,0,0,0,120,0,120,0
Black Rider,926,352,20 (Fiend),0,1,0,0,0,1,3 (Dark),1 (Neutral),0,0,0,52,0,0,1,1,0,98,0,5,100,70,100,352,4796,9999,21,20,35,32,40,44,35,20,21,20,19,20,100,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_FourHorsemen (538),100,100,Repel (999),100,125,50,50,100,40,100,Null (0),40,40,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,0,0,7,0,-5,0,2,5,0,1,0,0,0,0,120,0,120,0
Pale Rider,927,358,20 (Fiend),1,1,0,0,0,1,3 (Dark),1 (Neutral),0,0,0,57,0,0,1,1,0,98,0,5,100,70,100,358,5262,9999,21,20,44,40,38,47,51,20,21,20,19,20,100,5,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_FourHorsemen (538),100,125,Null (0),100,100,50,50,100,Null (0),100,40,20,20,20,100,100,100,100,100,100,Null (0),100,100,100,100,100,100,100,3,-5,3,0,0,0,0,0,7,2,0,0,0,0,120,0,120,0
Mother Harlot,928,351,20 (Fiend),0,1,0,0,0,1,3 (Dark),1 (Neutral),0,0,0,64,0,0,1,1,0,98,0,5,100,70,100,351,10697,9999,21,20,42,45,45,51,42,20,21,20,19,20,100,5,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_SevenHeadedBeast (611),Repel (999),100,125,Drain (1000),125,50,50,100,40,100,40,Null (0),125,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,0,1,0,4,-6,0,0,6,3,3,0,0,0,0,120,0,120,0
Trumpeter,929,350,20 (Fiend),0,1,0,0,0,1,3 (Dark),1 (Neutral),0,0,0,73,0,0,1,1,0,98,0,5,100,70,100,350,14142,9999,18,25,32,38,78,66,59,13,16,28,21,22,100,5,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_TrumpetsofJudgment (547),100,100,100,100,100,Null (0),Null (0),100,40,100,40,40,Null (0),Null (0),100,100,100,100,100,100,40,100,100,100,100,100,100,100,-6,3,3,3,3,0,0,5,4,0,0,0,0,0,120,0,120,0
Artemis,930,31,3 (Megami),0,1,0,0,0,1,2 (Light),1 (Neutral),0,0,0,37,0,0,1,1,0,98,0,5,100,70,100,31,4080,9999,21,20,36,28,28,30,26,20,21,20,19,20,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_ImpenetrablePurity (691),100,125,Null (0),Null (0),100,50,50,100,40,100,40,40,40,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,5,-4,3,3,0,0,0,0,1,2,0,0,0,0,120,0,120,0
Cleopatra,931,295,28 (Femme),0,1,0,0,0,1,1 (Neutral),5 (Chaos),0,0,0,61,0,0,1,1,0,98,0,5,100,70,100,295,13768,9999,18,25,40,32,80,49,59,13,16,28,21,22,100,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_Allure (534),100,100,50,100,50,Drain (1000),125,100,125,100,40,20,125,40,100,100,100,100,100,100,20,100,100,100,100,100,100,100,0,0,5,0,5,6,-6,0,3,5,5,5,0,0,120,0,120,0
Mephisto,932,78,33 (Tyrant),0,1,0,0,0,1,3 (Dark),5 (Chaos),0,0,0,79,0,0,1,1,0,98,0,5,100,70,100,78,15494,9999,21,20,51,44,55,60,41,20,21,20,19,20,100,5,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_CompoundedCalamity (588),Null (0),100,100,100,100,125,Drain (1000),100,40,100,40,40,40,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,7,7,0,0,0,-6,9,0,9,4,0,0,0,0,120,0,120,0
Quetzalcoatl,933,95,25 (Dragon),0,1,0,1,0,1,2 (Light),5 (Chaos),0,0,0,34,0,0,1,1,0,98,0,5,100,70,100,95,2663,9999,21,20,30,23,35,24,24,20,21,20,19,20,100,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_BreathofAbundance (581),100,Null (0),100,125,100,100,100,100,40,100,40,40,40,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,0,4,0,-6,4,0,0,0,0,2,0,0,0,0,120,0,120,0
Demi-fiend,934,495,37 (King),0,1,0,0,0,1,1 (Neutral),5 (Chaos),0,0,0,99,0,0,1,1,0,98,0,5,100,70,100,536,59117,9999,21,20,99,99,99,99,99,20,21,20,19,20,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_RulerofChaos (657),50,50,50,50,50,50,50,100,20,100,20,20,20,20,100,100,100,100,100,100,20,100,100,100,100,100,100,100,8,8,8,8,8,8,8,8,8,4,4,4,0,0,120,0,120,0
Dominion,935,255,5 (Divine),0,1,0,0,0,1,1 (Neutral),4 (Law),0,0,0,40,0,0,1,1,0,98,0,5,100,70,100,255,634,9999,18,25,19,22,40,35,31,13,16,28,21,22,100,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_ScalesofDominion (582),100,100,100,Null (0),125,Null (0),125,100,40,100,40,40,40,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,0,0,0,3,0,3,-5,0,0,2,1,1,0,0,120,0,120,0
Power,936,256,5 (Divine),1,1,0,0,0,1,1 (Neutral),4 (Law),0,0,0,45,0,0,1,1,0,98,0,5,100,70,100,256,658,9999,25,17,29,42,25,29,28,23,28,16,15,18,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_FrontlineAdaptability (621),100,100,100,50,125,Null (0),125,100,40,100,40,40,40,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,3,0,0,0,0,3,-6,0,0,0,1,1,0,0,120,0,120,0
Legion,937,172,36 (Foul),0,1,0,1,0,1,3 (Dark),5 (Chaos),0,0,0,50,0,0,1,1,0,98,0,5,100,70,100,172,760,9999,21,20,34,35,34,38,34,20,21,20,19,20,100,5,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_TwilitMelody (596),100,100,100,125,100,125,Null (0),100,40,100,40,40,40,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,0,0,0,0,0,-3,2,0,2,0,-1,-1,0,0,120,0,120,0
Loa,938,323,21 (Jaki),0,1,1,1,0,1,3 (Dark),1 (Neutral),0,0,0,54,0,0,1,1,0,98,0,5,100,70,100,323,854,9999,18,25,24,29,51,44,40,13,16,28,21,22,100,5,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_Taboo (609),100,100,100,100,100,125,Null (0),100,Null (0),100,40,40,40,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,0,0,0,0,0,-3,3,0,4,0,0,0,0,0,120,0,120,0
Legion,939,172,36 (Foul),0,1,0,1,0,1,3 (Dark),5 (Chaos),0,0,0,50,0,0,1,1,0,98,0,5,100,70,100,172,760,9999,21,20,34,35,34,38,34,20,21,20,19,20,100,5,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_TwilitMelody (596),100,100,100,125,100,125,Null (0),100,40,100,40,40,40,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,0,0,0,0,0,-3,2,0,2,0,-1,-1,0,0,120,0,120,0
Cerberus,940,134,18 (Beast),0,1,0,1,1,1,1 (Neutral),1 (Neutral),0,0,0,90,0,0,1,1,0,98,0,5,100,70,100,134,19170,9999,25,17,92,80,74,59,80,23,28,16,15,18,100,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_FaithfulCompanion (655),100,Repel (999),300,100,100,100,100,100,40,100,40,40,40,20,100,100,100,100,100,100,40,100,100,100,100,100,100,100,3,4,-5,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,941,58,17 (Fairy),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,90,0,0,1,1,0,98,0,5,100,70,100,58,14902,9999,18,25,65,56,92,76,64,13,16,28,21,22,100,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_FicklePersonality (634),100,300,Drain (1000),100,100,100,100,100,40,100,40,125,40,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,0,-5,4,0,0,2,0,0,0,0,0,0,0,0,120,0,120,0
Pixie,942,59,17 (Fairy),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,90,0,0,1,1,0,98,0,5,100,70,100,59,13402,9999,18,25,65,46,92,76,64,13,16,28,21,22,100,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_DemonicMediation (533),100,100,100,100,50,100,300,100,40,100,125,40,40,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,0,0,0,0,1,0,0,0,-1,1,1,1,0,0,120,0,120,0
Thor,943,200,26 (Kishin),1,1,0,0,0,1,2 (Light),5 (Chaos),0,0,0,90,0,0,1,1,0,98,0,5,100,70,100,200,16304,9999,21,20,83,65,83,71,58,20,21,20,19,20,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_ElecEnhancer (602),100,50,100,Drain (1000),300,50,100,100,40,100,40,40,40,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,4,0,0,4,-5,0,0,0,0,0,0,0,0,0,120,0,120,0
Girimekhala,944,232,7 (Vile),1,1,0,0,0,1,3 (Dark),4 (Law),0,0,0,90,0,0,1,1,0,98,0,5,100,70,100,232,17737,9999,23,18,92,73,65,68,64,28,23,14,18,17,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_ElephantineRicochet (639),Repel (999),100,100,300,300,300,50,100,20,100,40,40,125,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,4,0,0,0,0,0,0,0,1,2,-3,-3,0,0,120,0,120,0
Parvati,945,27,3 (Megami),0,1,0,0,0,1,2 (Light),1 (Neutral),0,0,0,90,0,0,1,1,0,98,0,5,100,70,100,27,14902,9999,18,25,65,56,108,76,64,13,16,28,21,22,100,10,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_LightGestalt (651),100,300,50,100,100,50,100,100,40,100,Null (0),40,40,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,0,-3,0,0,0,2,0,0,0,3,4,4,0,0,120,0,120,0
Cu Chulainn,946,36,14 (Genma),1,1,0,0,0,1,2 (Light),1 (Neutral),0,0,0,90,0,0,1,1,0,98,0,5,100,70,100,36,16304,9999,21,20,108,65,99,71,58,20,21,20,19,20,100,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_SurrogateGuardHound (558),50,100,100,300,Null (0),100,100,100,40,100,40,40,40,20,100,100,100,100,100,100,40,100,100,100,100,100,100,100,4,0,0,-2,4,0,0,0,0,2,0,0,0,0,120,0,120,0
Dagda,947,4,10 (Deity),1,1,0,0,0,1,2 (Light),1 (Neutral),0,0,0,80,0,0,1,1,0,98,0,5,100,70,100,4,18430,9999,23,18,83,69,27,57,45,28,23,14,18,17,100,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_MagicHarp (636),100,Null (0),Null (0),Null (0),Null (0),125,100,100,20,100,20,20,20,20,100,100,100,100,100,100,20,100,100,100,100,100,100,100,6,0,0,0,0,-4,-4,3,0,0,0,0,0,0,120,0,120,0
Konohana Sakuya,948,32,27 (Kunitsu),0,1,0,0,0,1,2 (Light),5 (Chaos),0,0,0,50,0,0,1,1,0,98,0,5,100,70,100,32,6837,9999,18,25,23,42,48,31,33,13,16,28,21,22,100,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_OathofPlenteousness (708),100,Repel (999),100,125,Null (0),100,100,100,20,100,50,50,20,50,100,100,100,100,100,100,20,100,100,100,100,100,100,100,-3,4,0,-3,2,0,0,0,0,3,4,4,0,0,120,0,120,0
Jack Frost,949,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,950,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,951,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,31,64,19,23,4,4,3,6,5,17,18,15,26,24,100,11,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,952,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,11,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,953,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,30,69,18,25,3,4,6,5,5,13,16,28,21,22,100,11,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,954,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,41,47,25,17,5,6,4,3,4,23,28,16,15,18,100,11,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,955,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,30,69,18,25,3,4,6,5,5,13,16,28,21,22,100,11,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,956,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,38,50,23,18,6,5,3,4,4,28,23,14,18,17,100,11,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,957,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,958,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,15,0,0,1,1,0,100,0,5,100,70,100,0,38,50,23,18,6,5,3,4,4,28,23,14,18,17,100,11,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,959,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,15,0,0,1,1,0,100,0,5,100,70,100,0,30,69,18,25,3,4,6,5,5,13,16,28,21,22,100,11,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,960,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,45,0,0,1,1,0,100,0,5,100,70,100,0,38,50,23,18,6,5,3,4,4,28,23,14,18,17,100,11,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,961,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,75,0,0,1,1,0,100,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,11,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,962,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,75,0,0,1,1,0,100,0,5,100,70,100,0,30,69,18,25,3,4,6,5,5,13,16,28,21,22,100,11,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,963,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,60,0,0,1,1,0,100,0,5,100,70,100,0,30,69,18,25,3,4,6,5,5,13,16,28,21,22,100,11,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,964,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,30,0,0,1,1,0,100,0,5,100,70,100,0,30,69,18,25,3,4,6,5,5,13,16,28,21,22,100,11,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,965,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,30,0,0,1,1,0,100,0,5,100,70,100,0,38,50,23,18,6,5,3,4,4,28,23,14,18,17,100,11,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,966,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,60,0,0,1,1,0,100,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,11,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,967,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,90,0,0,1,1,0,100,0,5,100,70,100,0,31,64,19,23,4,4,3,6,5,17,18,15,26,24,100,11,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,968,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,90,0,0,1,1,0,100,0,5,100,70,100,0,30,69,18,25,3,4,6,5,5,13,16,28,21,22,100,11,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,969,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,15,0,0,1,1,0,100,0,5,100,70,100,0,38,50,23,18,6,5,3,4,4,28,23,14,18,17,100,11,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
